,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
2547,SOCIAL,4.4,49173,4.0,10000000,Free,0.0,Everyone,"June 4, 2018"
2548,SOCIAL,4.4,2955326,,100000000,Free,0.0,Mature ,"August 1, 2018"
2549,SOCIAL,4.2,22492,1.5,1000000,Free,0.0,Everyone,"May 21, 2018"
2550,SOCIAL,4.0,17014787,,500000000,Free,0.0,Teen,"July 30, 2018"
2551,SOCIAL,4.3,1403,3.7,100000,Free,0.0,Everyone,"January 30, 2018"
2552,SOCIAL,4.6,4305441,,100000000,Free,0.0,Teen,"August 3, 2018"
2553,SOCIAL,4.4,441189,,10000000,Free,0.0,Everyone,"August 3, 2018"
2554,SOCIAL,4.2,4831125,,1000000000,Free,0.0,Teen,"July 26, 2018"
2555,SOCIAL,4.4,4919,2.8,1000000,Free,0.0,Everyone,"August 3, 2018"
2556,SOCIAL,4.4,13762,3.9,1000000,Free,0.0,Everyone,"May 9, 2018"
2557,SOCIAL,4.3,6086,3.1,1000000,Free,0.0,Teen,"June 14, 2018"
2558,SOCIAL,4.6,70616,,5000000,Free,0.0,Teen,"July 27, 2018"
2559,SOCIAL,4.4,1200,2.8,100000,Free,0.0,Everyone,"August 2, 2018"
2560,SOCIAL,4.5,76480,20.0,1000000,Free,0.0,Mature ,"August 6, 2018"
2561,SOCIAL,4.6,271445,9.9,5000000,Free,0.0,Everyone,"June 24, 2018"
2562,SOCIAL,4.6,225103,5.3,5000000,Free,0.0,Everyone,"June 13, 2018"
2563,SOCIAL,4.6,33177,10.0,1000000,Free,0.0,Everyone,"June 12, 2018"
2564,SOCIAL,4.4,54768,2.6,5000000,Free,0.0,Everyone,"May 16, 2018"
2565,SOCIAL,4.5,457197,,10000000,Free,0.0,Teen,"August 3, 2018"
2566,SOCIAL,4.5,25562,31.0,5000000,Free,0.0,Teen,"August 2, 2018"
2567,SOCIAL,4.3,16404,2.3,1000000,Free,0.0,Everyone,"June 24, 2018"
2568,SOCIAL,4.4,2508,6.0,500000,Free,0.0,Everyone,"November 20, 2017"
2569,SOCIAL,4.6,79658,17.0,5000000,Free,0.0,Mature ,"August 6, 2018"
2570,SOCIAL,4.3,374,20.0,50000,Free,0.0,Everyone,"July 30, 2018"
2571,SOCIAL,4.8,1259075,62.0,10000000,Free,0.0,Teen,"July 20, 2018"
2572,SOCIAL,4.2,4751,,1000000,Free,0.0,Teen,"June 30, 2018"
2573,SOCIAL,4.6,60562,15.0,5000000,Free,0.0,Mature ,"August 6, 2018"
2574,SOCIAL,4.0,22695,,1000000,Free,0.0,Everyone ,"June 21, 2018"
2575,SOCIAL,4.6,22098,18.0,1000000,Free,0.0,Everyone,"July 24, 2018"
2576,SOCIAL,4.3,231325,5.4,10000000,Free,0.0,Everyone,"August 2, 2018"
2577,SOCIAL,3.6,13223,2.8,10000000,Free,0.0,Mature ,"June 8, 2016"
2578,SOCIAL,4.0,479908,15.0,10000000,Free,0.0,Mature ,"July 9, 2018"
2579,SOCIAL,4.5,313633,,10000000,Free,0.0,Teen,"July 25, 2018"
2580,SOCIAL,4.4,540930,5.3,10000000,Free,0.0,Teen,"July 23, 2018"
2581,SOCIAL,4.5,57146,,1000000,Free,0.0,Everyone,"July 27, 2018"
2582,SOCIAL,4.2,1225339,,100000000,Free,0.0,Everyone,"August 2, 2018"
2583,SOCIAL,4.5,19583,37.0,1000000,Free,0.0,Teen,"August 1, 2018"
2584,SOCIAL,4.3,344921,,10000000,Free,0.0,Everyone,"June 7, 2018"
2585,SOCIAL,4.2,79129,23.0,5000000,Free,0.0,Teen,"August 2, 2018"
2586,SOCIAL,4.2,83488,,5000000,Free,0.0,Everyone,"July 24, 2018"
2587,SOCIAL,4.4,441189,,10000000,Free,0.0,Everyone,"August 3, 2018"
2588,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature ,"August 2, 2018"
2589,SOCIAL,4.3,315441,,10000000,Free,0.0,Everyone,"July 26, 2018"
2590,SOCIAL,4.1,382120,28.0,10000000,Free,0.0,Everyone,"July 26, 2018"
2591,SOCIAL,4.5,412725,35.0,10000000,Free,0.0,Everyone,"July 31, 2018"
2592,SOCIAL,4.3,3806669,,100000000,Free,0.0,Mature ,"August 1, 2018"
2593,SOCIAL,4.2,1259849,76.0,50000000,Free,0.0,Mature ,"August 3, 2018"
2594,SOCIAL,4.1,486824,,10000000,Free,0.0,Mature ,"June 21, 2018"
2595,SOCIAL,4.3,1157004,34.0,50000000,Free,0.0,Everyone,"October 16, 2017"
2596,SOCIAL,4.2,423105,,10000000,Free,0.0,Mature ,"July 9, 2018"
2597,SOCIAL,4.1,205803,,5000000,Free,0.0,Teen,"July 18, 2018"
2598,SOCIAL,4.1,285816,,10000000,Free,0.0,Mature ,"June 19, 2018"
2599,SOCIAL,4.4,2955325,,100000000,Free,0.0,Mature ,"August 1, 2018"
2600,SOCIAL,3.7,138026,2.7,5000000,Free,0.0,Mature ,"February 29, 2016"
2601,SOCIAL,3.9,8936,,500000,Free,0.0,Everyone,"May 18, 2017"
2602,SOCIAL,3.7,4253,4.1,100000,Free,0.0,Teen,"May 31, 2018"
2603,SOCIAL,4.0,17014705,,500000000,Free,0.0,Teen,"July 30, 2018"
2604,SOCIAL,4.5,66577446,,1000000000,Free,0.0,Teen,"July 31, 2018"
2605,SOCIAL,3.6,14835,,1000000,Free,0.0,Teen,"August 2, 2018"
2606,SOCIAL,4.1,6388,,500000,Free,0.0,Teen,"December 5, 2017"
2607,SOCIAL,4.1,309872,85.0,10000000,Free,0.0,Teen,"August 3, 2018"
2608,SOCIAL,4.0,479909,15.0,10000000,Free,0.0,Mature ,"July 9, 2018"
2609,SOCIAL,4.1,17955,89.0,500000,Free,0.0,Teen,"August 2, 2018"
2610,SOCIAL,4.0,17015352,,500000000,Free,0.0,Teen,"July 30, 2018"
2611,SOCIAL,4.5,66577313,,1000000000,Free,0.0,Teen,"July 31, 2018"
2612,SOCIAL,4.6,4305441,,100000000,Free,0.0,Teen,"August 3, 2018"
2613,SOCIAL,4.3,51502,20.0,5000000,Free,0.0,Teen,"July 25, 2018"
2614,SOCIAL,4.3,1064049,,50000000,Free,0.0,Mature ,"July 28, 2018"
2615,SOCIAL,4.2,58341,9.3,1000000,Free,0.0,Everyone,"July 25, 2015"
2616,SOCIAL,4.5,637309,,10000000,Free,0.0,Teen,"July 18, 2018"
2617,SOCIAL,4.2,1259894,76.0,50000000,Free,0.0,Mature ,"August 3, 2018"
2618,SOCIAL,4.3,1157003,34.0,50000000,Free,0.0,Everyone,"October 16, 2017"
2619,SOCIAL,4.1,161610,16.0,5000000,Free,0.0,Teen,"August 5, 2018"
2620,SOCIAL,3.8,19446,,1000000,Free,0.0,Mature ,"December 1, 2017"
2621,SOCIAL,4.2,1225367,,100000000,Free,0.0,Everyone,"August 2, 2018"
2622,SOCIAL,4.4,1520959,,10000000,Free,0.0,Teen,"May 9, 2018"
2623,SOCIAL,4.3,3806669,,100000000,Free,0.0,Mature ,"August 1, 2018"
2624,SOCIAL,4.2,423138,,10000000,Free,0.0,Mature ,"July 9, 2018"
2625,SOCIAL,4.1,285820,,10000000,Free,0.0,Mature ,"June 19, 2018"
2626,SOCIAL,4.0,33249,8.4,1000000,Free,0.0,Everyone,"March 5, 2015"
2627,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature ,"August 2, 2018"
2628,SOCIAL,4.3,51504,20.0,5000000,Free,0.0,Teen,"July 25, 2018"
2629,SOCIAL,4.2,1175794,,50000000,Free,0.0,Mature ,"July 31, 2018"
2630,SOCIAL,4.2,1259894,76.0,50000000,Free,0.0,Mature ,"August 3, 2018"
2631,SOCIAL,4.0,852455,68.0,10000000,Free,0.0,Mature ,"August 3, 2018"
2632,SOCIAL,4.4,900064,13.0,10000000,Free,0.0,Mature ,"July 31, 2018"
2633,SOCIAL,4.0,3677,50.0,100000,Free,0.0,Mature ,"June 21, 2018"
2634,SOCIAL,4.2,79129,23.0,5000000,Free,0.0,Teen,"August 2, 2018"
2635,SOCIAL,4.2,83488,,5000000,Free,0.0,Everyone,"July 24, 2018"
2636,SOCIAL,4.4,695613,,50000000,Free,0.0,Everyone,"August 2, 2018"
2637,SOCIAL,4.1,382121,28.0,10000000,Free,0.0,Everyone,"July 26, 2018"
2638,SOCIAL,4.1,207712,,10000000,Free,0.0,Everyone,"June 9, 2018"
2639,SOCIAL,4.3,175722,,10000000,Free,0.0,Mature ,"July 23, 2018"
2640,SOCIAL,4.0,2052,7.0,100000,Free,0.0,Teen,"September 27, 2017"
2641,SOCIAL,4.2,79130,23.0,5000000,Free,0.0,Teen,"August 2, 2018"
2642,SOCIAL,4.2,1175815,,50000000,Free,0.0,Mature ,"July 31, 2018"
2643,SOCIAL,4.2,1259894,76.0,50000000,Free,0.0,Mature ,"August 3, 2018"
2644,SOCIAL,4.1,486830,,10000000,Free,0.0,Mature ,"June 21, 2018"
2645,SOCIAL,4.0,852455,68.0,10000000,Free,0.0,Mature ,"August 3, 2018"
2646,SOCIAL,4.3,1064076,,50000000,Free,0.0,Mature ,"July 28, 2018"
2647,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature ,"August 2, 2018"
2648,SOCIAL,4.4,900064,13.0,10000000,Free,0.0,Mature ,"July 31, 2018"
2649,SOCIAL,4.4,624557,56.0,10000000,Free,0.0,Mature ,"July 27, 2018"
2650,SOCIAL,4.2,423138,,10000000,Free,0.0,Mature ,"July 9, 2018"
2651,SOCIAL,4.2,522018,,10000000,Free,0.0,Mature ,"August 2, 2018"
2652,SOCIAL,4.0,33249,8.4,1000000,Free,0.0,Everyone,"March 5, 2015"
2653,SOCIAL,4.2,79130,23.0,5000000,Free,0.0,Teen,"August 2, 2018"
2654,SHOPPING,4.0,141613,22.0,10000000,Free,0.0,Teen,"July 31, 2018"
2655,SHOPPING,4.5,6210998,15.0,100000000,Free,0.0,Everyone,"August 3, 2018"
2656,SHOPPING,4.6,591312,,10000000,Free,0.0,Everyone,"August 3, 2018"
2657,SHOPPING,4.3,94294,30.0,10000000,Free,0.0,Everyone,"July 23, 2018"
2658,SHOPPING,4.2,608753,30.0,10000000,Free,0.0,Everyone,"July 23, 2018"
2659,SHOPPING,4.3,38961,27.0,5000000,Free,0.0,Everyone,"August 2, 2018"
2660,SHOPPING,4.6,5916606,,100000000,Free,0.0,Teen,"August 6, 2018"
2661,SHOPPING,4.4,441473,,10000000,Free,0.0,Everyone,"July 30, 2018"
2662,SHOPPING,4.4,2788923,,100000000,Free,0.0,Teen,"July 30, 2018"
2663,SHOPPING,4.5,973270,20.0,50000000,Free,0.0,Teen,"August 6, 2018"
2664,SHOPPING,4.3,909226,42.0,100000000,Free,0.0,Teen,"July 31, 2018"
2665,SHOPPING,4.2,1573054,,50000000,Free,0.0,Everyone,"August 2, 2018"
2666,SHOPPING,4.2,857923,18.0,50000000,Free,0.0,Everyone,"July 31, 2018"
2667,SHOPPING,4.4,35563,4.2,1000000,Free,0.0,Everyone,"July 23, 2018"
2668,SHOPPING,4.6,85858,,10000000,Free,0.0,Everyone,"July 30, 2018"
2669,SHOPPING,4.2,106798,30.0,5000000,Free,0.0,Everyone,"July 23, 2018"
2670,SHOPPING,3.6,8820,33.0,5000000,Free,0.0,Everyone,"July 25, 2018"
2671,SHOPPING,4.5,37186,7.9,1000000,Free,0.0,Everyone,"June 30, 2018"
2672,SHOPPING,4.4,25714,12.0,1000000,Free,0.0,Everyone,"July 24, 2018"
2673,SHOPPING,3.8,44255,15.0,10000000,Free,0.0,Everyone,"August 3, 2018"
2674,SHOPPING,4.7,1084945,,50000000,Free,0.0,Teen,"August 3, 2018"
2675,SHOPPING,3.6,18252,10.0,10000000,Free,0.0,Everyone,"August 6, 2018"
2676,SHOPPING,4.2,42750,9.9,10000000,Free,0.0,Everyone,"August 4, 2018"
2677,SHOPPING,3.6,3656,9.0,1000000,Free,0.0,Teen,"August 3, 2018"
2678,SHOPPING,4.3,216741,,5000000,Free,0.0,Everyone,"August 6, 2018"
2679,SHOPPING,4.4,662287,21.0,10000000,Free,0.0,Everyone,"August 3, 2018"
2680,SHOPPING,4.5,30834,13.0,1000000,Free,0.0,Everyone,"July 17, 2018"
2681,SHOPPING,4.1,367290,11.0,10000000,Free,0.0,Everyone,"July 20, 2018"
2682,SHOPPING,4.3,2588,21.0,1000000,Free,0.0,Everyone,"July 23, 2018"
2683,SHOPPING,4.3,162655,8.1,10000000,Free,0.0,Teen,"July 10, 2018"
2684,SHOPPING,4.7,3860225,,50000000,Free,0.0,Everyone,"August 3, 2018"
2685,SHOPPING,4.3,125783,,10000000,Free,0.0,Teen,"August 6, 2018"
2686,SHOPPING,4.2,171584,12.0,10000000,Free,0.0,Everyone,"July 26, 2018"
2687,SHOPPING,4.2,244141,7.3,10000000,Free,0.0,Everyone,"August 6, 2018"
2688,SHOPPING,4.3,568273,,10000000,Free,0.0,Everyone,"August 4, 2018"
2689,SHOPPING,4.2,142512,15.0,10000000,Free,0.0,Everyone,"July 25, 2018"
2690,SHOPPING,4.3,109124,22.0,10000000,Free,0.0,Everyone,"August 2, 2018"
2691,SHOPPING,4.6,135043,11.0,10000000,Free,0.0,Everyone,"July 30, 2018"
2692,SHOPPING,4.4,108592,8.3,10000000,Free,0.0,Everyone,"July 24, 2018"
2693,SHOPPING,4.3,1315242,,50000000,Free,0.0,Everyone,"July 21, 2018"
2694,SHOPPING,3.8,48732,20.0,10000000,Free,0.0,Everyone,"July 31, 2018"
2695,SHOPPING,4.6,308234,38.0,10000000,Free,0.0,Everyone,"August 2, 2018"
2696,SHOPPING,4.5,178497,9.1,10000000,Free,0.0,Everyone,"August 2, 2018"
2697,SHOPPING,4.1,68406,24.0,10000000,Free,0.0,Everyone,"July 25, 2018"
2698,SHOPPING,4.4,6012719,,100000000,Free,0.0,Teen,"August 6, 2018"
2699,SHOPPING,4.3,45362,,5000000,Free,0.0,Everyone,"July 20, 2018"
2700,SHOPPING,3.8,18364,29.0,1000000,Free,0.0,Everyone,"August 4, 2018"
2701,SHOPPING,4.0,15867,,5000000,Free,0.0,Everyone,"August 6, 2018"
2702,SHOPPING,3.3,9189,98.0,1000000,Free,0.0,Teen,"August 1, 2018"
2703,SHOPPING,4.1,23187,25.0,1000000,Free,0.0,Everyone,"June 21, 2018"
2704,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,"May 10, 2018"
2705,SHOPPING,4.2,9975,18.0,1000000,Free,0.0,Everyone,"January 22, 2018"
2706,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,"June 18, 2018"
2707,SHOPPING,4.4,7793,6.1,500000,Free,0.0,Everyone,"February 6, 2018"
2708,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,"July 25, 2018"
2709,SHOPPING,4.2,31519,21.0,1000000,Free,0.0,Everyone,"June 12, 2018"
2710,SHOPPING,4.5,181990,,10000000,Free,0.0,Everyone,"April 27, 2018"
2711,SHOPPING,4.3,213735,43.0,10000000,Free,0.0,Everyone,"July 24, 2018"
2712,SHOPPING,4.5,6211039,15.0,100000000,Free,0.0,Everyone,"August 3, 2018"
2713,SHOPPING,4.1,42871,23.0,1000000,Free,0.0,Everyone,"July 27, 2018"
2714,SHOPPING,4.5,315908,52.0,10000000,Free,0.0,Everyone,"August 1, 2018"
2715,SHOPPING,4.4,210208,,10000000,Free,0.0,Everyone,"August 1, 2018"
2716,SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,"August 3, 2018"
2717,SHOPPING,4.5,79261,57.0,5000000,Free,0.0,Everyone,"August 3, 2018"
2718,SHOPPING,4.6,284725,20.0,10000000,Free,0.0,Everyone,"July 31, 2018"
2719,SHOPPING,4.7,67071,40.0,1000000,Free,0.0,Everyone,"August 1, 2018"
2720,SHOPPING,4.3,46153,17.0,10000000,Free,0.0,Everyone,"August 4, 2018"
2721,SHOPPING,4.4,101883,13.0,10000000,Free,0.0,Everyone,"August 3, 2018"
2722,SHOPPING,4.4,1659,33.0,50000,Free,0.0,Everyone,"June 29, 2018"
2723,SHOPPING,4.2,9975,18.0,1000000,Free,0.0,Everyone,"January 22, 2018"
2724,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,"May 10, 2018"
2725,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,"June 18, 2018"
2726,SHOPPING,4.5,181990,,10000000,Free,0.0,Everyone,"April 27, 2018"
2727,SHOPPING,4.7,57920,,1000000,Free,0.0,Everyone,"May 31, 2018"
2728,SHOPPING,4.1,28523,29.0,5000000,Free,0.0,Everyone,"August 3, 2018"
2729,SHOPPING,4.2,24953,,1000000,Free,0.0,Everyone,"June 21, 2018"
2730,SHOPPING,4.5,37253,31.0,1000000,Free,0.0,Everyone,"August 3, 2018"
2731,SHOPPING,4.4,210208,,10000000,Free,0.0,Everyone,"August 1, 2018"
2732,SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,"August 3, 2018"
2733,SHOPPING,4.2,33758,,1000000,Free,0.0,Everyone,"August 6, 2018"
2734,SHOPPING,4.6,284721,20.0,10000000,Free,0.0,Everyone,"July 31, 2018"
2735,SHOPPING,4.3,3420,13.0,100000,Free,0.0,Everyone,"February 27, 2018"
2736,SHOPPING,4.1,7193,7.3,500000,Free,0.0,Everyone,"July 13, 2018"
2737,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,"May 10, 2018"
2738,SHOPPING,4.4,2788923,,100000000,Free,0.0,Teen,"July 30, 2018"
2739,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,"June 18, 2018"
2740,SHOPPING,4.6,2278,12.0,500000,Free,0.0,Everyone,"July 15, 2018"
2741,SHOPPING,4.2,5121,8.8,500000,Free,0.0,Everyone,"July 13, 2018"
2742,SHOPPING,4.2,39735,18.0,5000000,Free,0.0,Teen,"July 25, 2018"
2743,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,"July 25, 2018"
2744,SHOPPING,4.2,1558,21.0,100000,Free,0.0,Everyone,"July 29, 2015"
2745,SHOPPING,4.3,213735,43.0,10000000,Free,0.0,Everyone,"July 24, 2018"
2746,SHOPPING,4.2,16966,34.0,1000000,Free,0.0,Everyone,"July 12, 2018"
2747,SHOPPING,4.5,181990,,10000000,Free,0.0,Everyone,"April 27, 2018"
2748,SHOPPING,4.7,57920,,1000000,Free,0.0,Everyone,"May 31, 2018"
2749,SHOPPING,4.5,6211039,15.0,100000000,Free,0.0,Everyone,"August 3, 2018"
2750,SHOPPING,4.3,125783,,10000000,Free,0.0,Teen,"August 6, 2018"
2751,SHOPPING,4.0,41986,26.0,5000000,Free,0.0,Teen,"August 6, 2018"
2752,SHOPPING,4.4,441473,,10000000,Free,0.0,Everyone,"July 30, 2018"
2753,SHOPPING,4.4,186116,34.0,5000000,Free,0.0,Everyone,"August 3, 2018"
2754,SHOPPING,4.0,13085,2.7,1000000,Free,0.0,Teen,"November 8, 2017"
2755,SHOPPING,4.5,315908,52.0,10000000,Free,0.0,Everyone,"August 1, 2018"
2756,SHOPPING,4.6,5916569,,100000000,Free,0.0,Teen,"August 6, 2018"
2757,SHOPPING,4.1,28523,29.0,5000000,Free,0.0,Everyone,"August 3, 2018"
2758,SHOPPING,4.5,28560,,1000000,Free,0.0,Everyone,"July 23, 2018"
2759,SHOPPING,3.9,34171,,1000000,Free,0.0,Everyone,"July 24, 2018"
2760,SHOPPING,4.5,44588,20.0,5000000,Free,0.0,Everyone,"July 12, 2018"
2761,SHOPPING,4.2,4158,23.0,500000,Free,0.0,Teen,"July 2, 2018"
2762,SHOPPING,4.3,105773,,10000000,Free,0.0,Everyone,"August 5, 2018"
2763,SHOPPING,4.3,909204,42.0,100000000,Free,0.0,Teen,"July 31, 2018"
2764,SHOPPING,4.4,279428,16.0,10000000,Free,0.0,Everyone,"August 3, 2018"
2765,SHOPPING,4.5,33583,12.0,1000000,Free,0.0,Everyone,"July 30, 2018"
2766,SHOPPING,4.6,94205,6.5,1000000,Free,0.0,Everyone,"June 13, 2018"
2767,SHOPPING,4.4,210208,,10000000,Free,0.0,Everyone,"August 1, 2018"
2768,SHOPPING,4.3,95520,15.0,10000000,Free,0.0,Teen,"August 3, 2018"
2769,SHOPPING,4.3,46153,17.0,10000000,Free,0.0,Everyone,"August 4, 2018"
2770,SHOPPING,4.1,68406,24.0,10000000,Free,0.0,Everyone,"July 25, 2018"
2771,SHOPPING,4.7,181798,22.0,10000000,Free,0.0,Everyone,"July 30, 2018"
2772,SHOPPING,4.4,25719,,1000000,Free,0.0,Teen,"August 6, 2018"
2773,SHOPPING,4.2,142512,15.0,10000000,Free,0.0,Everyone,"July 25, 2018"
2774,SHOPPING,4.4,2788923,,100000000,Free,0.0,Teen,"July 30, 2018"
2775,SHOPPING,4.2,39735,18.0,5000000,Free,0.0,Teen,"July 25, 2018"
2776,SHOPPING,4.2,5121,8.8,500000,Free,0.0,Everyone,"July 13, 2018"
2777,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,"July 25, 2018"
2778,SHOPPING,4.0,13085,2.7,1000000,Free,0.0,Teen,"November 8, 2017"
2779,SHOPPING,4.1,28523,29.0,5000000,Free,0.0,Everyone,"August 3, 2018"
2780,SHOPPING,4.5,44588,20.0,5000000,Free,0.0,Everyone,"July 12, 2018"
2781,SHOPPING,4.6,94205,6.5,1000000,Free,0.0,Everyone,"June 13, 2018"
2782,SHOPPING,4.3,95520,15.0,10000000,Free,0.0,Teen,"August 3, 2018"
2783,SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,"August 3, 2018"
2784,SHOPPING,4.4,2788923,,100000000,Free,0.0,Teen,"July 30, 2018"
2785,SHOPPING,4.0,4602,6.2,500000,Free,0.0,Everyone,"December 22, 2017"
2786,SHOPPING,4.5,72596,19.0,1000000,Free,0.0,Teen,"August 3, 2018"
2787,SHOPPING,4.1,110425,27.0,10000000,Free,0.0,Everyone,"June 18, 2018"
2788,SHOPPING,4.4,2375,1.1,100000,Free,0.0,Everyone,"November 2, 2016"
2789,SHOPPING,4.0,13085,2.7,1000000,Free,0.0,Teen,"November 8, 2017"
2790,SHOPPING,4.6,5917485,,100000000,Free,0.0,Teen,"August 6, 2018"
2791,SHOPPING,4.5,35497,16.0,1000000,Free,0.0,Everyone,"July 11, 2018"
2792,SHOPPING,4.4,3878,8.8,100000,Free,0.0,Everyone,"May 8, 2018"
2793,SHOPPING,4.5,33583,12.0,1000000,Free,0.0,Everyone,"July 30, 2018"
2794,SHOPPING,4.1,68406,24.0,10000000,Free,0.0,Everyone,"August 6, 2018"
2795,SHOPPING,4.3,44071,56.0,5000000,Free,0.0,Everyone,"July 19, 2018"
2796,SHOPPING,4.5,6212081,15.0,100000000,Free,0.0,Everyone,"August 3, 2018"
2797,SHOPPING,4.2,39735,18.0,5000000,Free,0.0,Teen,"July 25, 2018"
2798,SHOPPING,3.8,6380,,1000000,Free,0.0,Everyone,"August 2, 2018"
2799,SHOPPING,4.5,5123,14.0,500000,Free,0.0,Everyone,"July 28, 2018"
2800,SHOPPING,4.7,181823,22.0,10000000,Free,0.0,Everyone,"July 30, 2018"
2801,PHOTOGRAPHY,4.1,19232,28.0,1000000,Free,0.0,Everyone,"August 6, 2018"
2802,PHOTOGRAPHY,4.6,98716,59.0,5000000,Free,0.0,Everyone,"August 1, 2018"
2803,PHOTOGRAPHY,4.8,109500,37.0,1000000,Free,0.0,Everyone,"August 2, 2018"
2804,PHOTOGRAPHY,4.0,21159,36.0,500000,Free,0.0,Everyone,"January 31, 2018"
2805,PHOTOGRAPHY,4.7,1320,9.5,50000,Free,0.0,Everyone,"June 27, 2018"
2806,PHOTOGRAPHY,4.7,50424,82.0,1000000,Free,0.0,Everyone,"August 2, 2018"
2807,PHOTOGRAPHY,4.1,32398,28.0,1000000,Free,0.0,Everyone,"August 1, 2018"
2808,PHOTOGRAPHY,4.5,10858556,,1000000000,Free,0.0,Everyone,"August 6, 2018"
2809,PHOTOGRAPHY,3.6,219745,,50000000,Free,0.0,Everyone,"January 25, 2016"
2810,PHOTOGRAPHY,4.5,38953,9.7,5000000,Free,0.0,Everyone,"July 26, 2018"
2811,PHOTOGRAPHY,4.7,142634,22.0,10000000,Free,0.0,Everyone,"July 6, 2018"
2812,PHOTOGRAPHY,4.7,259450,17.0,10000000,Free,0.0,Everyone,"May 24, 2018"
2813,PHOTOGRAPHY,4.5,123029,,10000000,Free,0.0,Everyone,"August 2, 2018"
2814,PHOTOGRAPHY,4.2,914804,,50000000,Free,0.0,Everyone,"July 22, 2018"
2815,PHOTOGRAPHY,4.5,21841,7.7,1000000,Free,0.0,Everyone,"July 24, 2018"
2816,PHOTOGRAPHY,4.4,5282578,,100000000,Free,0.0,Everyone,"July 30, 2018"
2817,PHOTOGRAPHY,4.5,10349,11.0,1000000,Free,0.0,Everyone,"July 29, 2017"
2818,PHOTOGRAPHY,4.5,859,21.0,100000,Free,0.0,Everyone,"July 18, 2018"
2819,PHOTOGRAPHY,4.4,40289,19.0,5000000,Free,0.0,Everyone,"July 11, 2018"
2820,PHOTOGRAPHY,3.7,3362,,1000000,Free,0.0,Everyone,"May 22, 2018"
2821,PHOTOGRAPHY,4.3,49680,8.7,5000000,Free,0.0,Everyone,"July 11, 2018"
2822,PHOTOGRAPHY,4.5,3378,30.0,1000000,Free,0.0,Mature ,"July 25, 2018"
2823,PHOTOGRAPHY,4.4,10525,25.0,1000000,Free,0.0,Everyone,"July 27, 2018"
2824,PHOTOGRAPHY,3.3,3492,17.0,5000000,Free,0.0,Everyone,"June 14, 2018"
2825,PHOTOGRAPHY,4.3,654419,,50000000,Free,0.0,Everyone,"February 1, 2018"
2826,PHOTOGRAPHY,4.4,1864,13.0,500000,Free,0.0,Everyone,"May 3, 2018"
2827,PHOTOGRAPHY,4.5,74476,23.0,10000000,Free,0.0,Everyone,"June 19, 2018"
2828,PHOTOGRAPHY,4.4,221858,,10000000,Free,0.0,Everyone,"August 1, 2018"
2829,PHOTOGRAPHY,4.2,401820,,50000000,Free,0.0,Everyone,"April 27, 2018"
2830,PHOTOGRAPHY,4.5,3116,22.0,500000,Free,0.0,Everyone,"August 3, 2018"
2831,PHOTOGRAPHY,4.7,31985,9.1,1000000,Free,0.0,Everyone,"August 6, 2018"
2832,PHOTOGRAPHY,4.5,4400,8.3,1000000,Free,0.0,Everyone,"July 28, 2018"
2833,PHOTOGRAPHY,4.6,3337956,,100000000,Free,0.0,Everyone,"August 6, 2018"
2834,PHOTOGRAPHY,4.6,11677,19.0,1000000,Free,0.0,Everyone,"July 5, 2018"
2835,PHOTOGRAPHY,4.4,3158047,53.0,100000000,Free,0.0,Everyone,"July 31, 2018"
2836,PHOTOGRAPHY,4.3,125259,,50000000,Free,0.0,Everyone,"August 2, 2018"
2837,PHOTOGRAPHY,4.3,56114,17.0,10000000,Free,0.0,Everyone,"July 9, 2018"
2838,PHOTOGRAPHY,4.6,15700,10.0,1000000,Free,0.0,Everyone,"July 7, 2018"
2839,PHOTOGRAPHY,4.4,16523,,1000000,Free,0.0,Everyone,"July 30, 2018"
2840,PHOTOGRAPHY,4.5,26361,29.0,5000000,Free,0.0,Everyone,"July 25, 2018"
2841,PHOTOGRAPHY,4.5,285788,46.0,10000000,Free,0.0,Everyone,"December 4, 2017"
2842,PHOTOGRAPHY,4.2,4410,4.5,1000000,Free,0.0,Everyone,"June 27, 2018"
2843,PHOTOGRAPHY,4.0,5855,4.9,1000000,Free,0.0,Everyone,"July 12, 2018"
2844,PHOTOGRAPHY,4.4,47090,,5000000,Free,0.0,Everyone,"July 28, 2018"
2845,PHOTOGRAPHY,4.7,233039,24.0,10000000,Free,0.0,Everyone,"July 28, 2018"
2846,PHOTOGRAPHY,4.3,28578,23.0,10000000,Free,0.0,Everyone,"July 28, 2018"
